Stream,Activity,Interest1,Interest2,Skill1,Skill2,Subject1,Subject2,Numerical,Logical,English,Personality,PreferredEnv,StudyStyle,Career
Arts,Debate,Exploring,Writing,Creativity,Teamwork,Biology,Computer Science,94.63,7,9,41,Structured,Visual,Lawyer
Arts,Debate,Reading,Designing,Observation,Teamwork,Physics,Chemistry,67.58,6,9,43,Team,Reading,Lawyer
Arts,Debate,Programming,Drawing,Communication,Teamwork,Political Science,Computer Science,80.63,5,10,32,Structured,Listening,Lawyer
Arts,Debate,Public Speaking,Public Speaking,Observation,Leadership,Psychology,Computer Science,71.65,7,10,39,Structured,Hands-On,Lawyer
Arts,Debate,Reading,Programming,Problem Solving,Communication,Computer Science,Physics,79.15,7,7,37,Outdoor,Visual,Lawyer
Arts,Debate,Programming,Writing,Creativity,Leadership,Physics,Mathematics,49.7,6,7,29,Structured,Listening,Lawyer
Arts,Debate,Writing,Designing,Problem Solving,Problem Solving,Business Studies,Political Science,78.86,6,10,42,Team,Reading,Lawyer
Arts,Debate,Exploring,Drawing,Empathy,Problem Solving,Economics,Business Studies,70.34,6,6,32,Team,Hands-On,Lawyer
Arts,Debate,Drawing,Drawing,Python,Creativity,Physics,Biology,76.95,5,4,38,Structured,Listening,Lawyer
Arts,Debate,Drawing,Reading,Communication,Problem Solving,History,Psychology,81.3,5,8,31,Structured,Reading,Lawyer
Arts,Debate,Exploring,Designing,Teamwork,Problem Solving,Economics,Mathematics,77.53,8,6,37,Team,Listening,Lawyer
Arts,Debate,Programming,Exploring,Empathy,Leadership,Business Studies,Political Science,69.84,6,6,31,Outdoor,Visual,Lawyer
Arts,Debate,Programming,Exploring,Observation,Creativity,Psychology,History,73.23,3,6,33,Solo,Reading,Lawyer
Arts,Debate,Helping,Exploring,Creativity,Creativity,Mathematics,History,72.44,6,6,37,Solo,Hands-On,Lawyer
Arts,Debate,Programming,Writing,Python,Teamwork,History,Political Science,83.75,5,4,29,Structured,Hands-On,Lawyer
Arts,Debate,Designing,Writing,Leadership,Leadership,Biology,Physics,70.13,6,5,28,Outdoor,Hands-On,Lawyer
Arts,Debate,Programming,Exploring,Communication,Python,Computer Science,Psychology,70.44,7,8,32,Solo,Hands-On,Lawyer
Arts,Debate,Exploring,Reading,Communication,Creativity,Computer Science,Computer Science,70.87,5,6,30,Team,Hands-On,Lawyer
Arts,Debate,Helping,Helping,Python,Creativity,Psychology,Biology,80.73,3,6,36,Team,Listening,Lawyer
Arts,Debate,Writing,Drawing,Leadership,Empathy,History,Biology,76.84,10,7,29,Solo,Hands-On,Lawyer
Arts,Debate,Reading,Drawing,Communication,Teamwork,Business Studies,Business Studies,74.05,3,6,30,Team,Listening,Lawyer
Arts,Debate,Drawing,Public Speaking,Observation,Python,Computer Science,Chemistry,84.15,5,6,31,Solo,Reading,Lawyer
Arts,Debate,Exploring,Designing,Teamwork,Leadership,History,Political Science,92.39,6,10,39,Team,Listening,Lawyer
Arts,Debate,Designing,Exploring,Leadership,Communication,Political Science,Business Studies,79.82,7,7,25,Solo,Hands-On,Lawyer
Arts,Debate,Exploring,Designing,Observation,Python,Chemistry,Political Science,72.21,8,6,27,Outdoor,Listening,Lawyer
Arts,Debate,Helping,Writing,Leadership,Leadership,Chemistry,Computer Science,74.48,10,9,34,Structured,Listening,Lawyer
Arts,Debate,Public Speaking,Public Speaking,Observation,Communication,Economics,Political Science,84.51,6,3,30,Solo,Visual,Lawyer
Arts,Debate,Reading,Programming,Problem Solving,Creativity,Political Science,Chemistry,90.63,6,6,33,Structured,Hands-On,Lawyer
Arts,Debate,Public Speaking,Helping,Leadership,Empathy,Physics,Physics,94.04,10,10,34,Solo,Visual,Lawyer
Arts,Debate,Public Speaking,Reading,Creativity,Creativity,Psychology,Biology,77.96,3,9,29,Structured,Reading,Lawyer
Arts,Debate,Reading,Drawing,Leadership,Leadership,History,Chemistry,77.17,4,5,30,Structured,Hands-On,Lawyer
Arts,Debate,Designing,Writing,Leadership,Communication,Chemistry,Computer Science,68.92,5,5,39,Solo,Listening,Lawyer
Arts,Debate,Designing,Writing,Python,Leadership,Computer Science,Biology,63.95,7,9,32,Structured,Visual,Lawyer
Arts,Debate,Exploring,Public Speaking,Problem Solving,Communication,History,Chemistry,67.82,6,9,35,Team,Listening,Lawyer
Arts,Media,Public Speaking,Reading,Teamwork,Leadership,Chemistry,Physics,69.69,7,4,38,Solo,Visual,Mass Communicator
Arts,Media,Helping,Exploring,Python,Teamwork,Biology,Physics,79.09,6,5,30,Solo,Listening,Mass Communicator
Arts,Media,Helping,Drawing,Observation,Problem Solving,Psychology,Physics,80.35,9,5,37,Structured,Listening,Mass Communicator
Arts,Media,Designing,Designing,Creativity,Empathy,Physics,Business Studies,54.13,5,6,30,Structured,Visual,Mass Communicator
Arts,Media,Writing,Writing,Leadership,Problem Solving,Physics,Chemistry,65.63,5,7,34,Outdoor,Hands-On,Mass Communicator
Arts,Media,Reading,Exploring,Leadership,Empathy,Biology,Political Science,52.62,2,5,37,Solo,Listening,Mass Communicator
Arts,Media,Public Speaking,Helping,Problem Solving,Creativity,Economics,History,47.52,6,5,41,Solo,Listening,Mass Communicator
Arts,Media,Public Speaking,Drawing,Python,Empathy,Physics,Psychology,71.15,7,7,24,Team,Listening,Mass Communicator
Arts,Media,Designing,Reading,Leadership,Teamwork,Political Science,History,82.68,7,8,50,Solo,Visual,Mass Communicator
Arts,Media,Writing,Programming,Observation,Python,Business Studies,Chemistry,54.16,10,6,36,Team,Listening,Mass Communicator
Arts,Media,Drawing,Public Speaking,Creativity,Python,Biology,History,74.54,6,5,36,Solo,Listening,Mass Communicator
Arts,Media,Programming,Public Speaking,Communication,Python,Biology,Physics,59.83,8,6,29,Outdoor,Visual,Mass Communicator
Arts,Media,Exploring,Drawing,Creativity,Creativity,Chemistry,History,70.5,9,5,36,Team,Visual,Mass Communicator
Arts,Media,Public Speaking,Designing,Observation,Problem Solving,Economics,Chemistry,67.69,8,8,44,Team,Hands-On,Mass Communicator
Arts,Media,Public Speaking,Programming,Communication,Observation,Chemistry,Chemistry,73.24,8,7,41,Outdoor,Reading,Mass Communicator
Arts,Media,Designing,Drawing,Observation,Communication,History,Mathematics,67.81,8,6,34,Solo,Reading,Mass Communicator
Arts,Media,Reading,Designing,Communication,Python,History,Chemistry,75.92,7,6,36,Solo,Visual,Mass Communicator
Arts,Media,Drawing,Reading,Leadership,Problem Solving,History,Biology,90.78,8,8,32,Team,Reading,Mass Communicator
Arts,Media,Helping,Exploring,Problem Solving,Empathy,Biology,Psychology,66.11,8,8,42,Solo,Reading,Mass Communicator
Arts,Media,Exploring,Reading,Leadership,Observation,Business Studies,Physics,68.96,6,3,33,Team,Reading,Mass Communicator
Arts,Media,Reading,Reading,Observation,Empathy,History,Mathematics,84.97,6,8,34,Outdoor,Visual,Mass Communicator
Arts,Media,Public Speaking,Reading,Communication,Teamwork,History,Biology,78.24,4,7,20,Team,Visual,Mass Communicator
Arts,Media,Programming,Writing,Leadership,Empathy,Business Studies,Computer Science,73.13,3,9,38,Outdoor,Listening,Mass Communicator
Arts,Media,Programming,Reading,Python,Communication,Biology,Physics,79.67,10,5,43,Structured,Visual,Mass Communicator
Arts,Media,Reading,Public Speaking,Teamwork,Observation,Business Studies,Mathematics,84.32,6,9,29,Outdoor,Reading,Mass Communicator
Arts,Media,Reading,Writing,Empathy,Creativity,Mathematics,Business Studies,66.75,5,5,29,Team,Listening,Mass Communicator
Arts,Media,Public Speaking,Reading,Teamwork,Teamwork,Physics,Business Studies,87.23,6,7,32,Team,Reading,Mass Communicator
Arts,Media,Exploring,Drawing,Problem Solving,Observation,Biology,History,56.79,7,3,34,Team,Hands-On,Mass Communicator
Arts,Media,Helping,Public Speaking,Observation,Communication,Physics,Psychology,61.32,10,8,35,Solo,Hands-On,Mass Communicator
Arts,Media,Drawing,Reading,Teamwork,Teamwork,Business Studies,Biology,87.64,5,8,35,Outdoor,Reading,Mass Communicator
Arts,Media,Helping,Drawing,Communication,Empathy,Chemistry,Business Studies,77.64,9,8,36,Structured,Reading,Mass Communicator
Arts,Media,Exploring,Exploring,Leadership,Python,Business Studies,Mathematics,58.45,5,6,35,Team,Hands-On,Mass Communicator
Arts,Media,Designing,Public Speaking,Communication,Python,Business Studies,Physics,63.7,10,10,38,Solo,Listening,Mass Communicator
Arts,Media,Programming,Designing,Problem Solving,Teamwork,Chemistry,History,75.72,6,5,35,Structured,Reading,Mass Communicator
Arts,Media,Reading,Programming,Problem Solving,Empathy,Biology,Economics,77.58,4,7,34,Outdoor,Reading,Mass Communicator
Arts,Media,Reading,Programming,Teamwork,Leadership,Biology,History,55.92,5,6,44,Solo,Listening,Mass Communicator
Arts,Media,Exploring,Drawing,Problem Solving,Communication,Economics,History,80.57,4,7,27,Solo,Visual,Mass Communicator
Arts,Media,Designing,Writing,Python,Leadership,Business Studies,Computer Science,85.83,6,6,41,Team,Visual,Mass Communicator
Arts,Media,Writing,Programming,Observation,Python,Chemistry,Business Studies,62.13,4,5,40,Outdoor,Listening,Mass Communicator
Arts,Media,Programming,Writing,Observation,Communication,Political Science,Chemistry,59.81,1,6,37,Team,Reading,Mass Communicator
Arts,Media,Writing,Public Speaking,Creativity,Teamwork,Psychology,Mathematics,87.0,6,6,40,Team,Hands-On,Mass Communicator
Arts,Media,Writing,Helping,Problem Solving,Leadership,Physics,Chemistry,56.3,6,7,37,Outdoor,Hands-On,Mass Communicator
Arts,Media,Exploring,Exploring,Creativity,Teamwork,Political Science,Political Science,69.9,7,2,31,Outdoor,Listening,Mass Communicator
Arts,Media,Writing,Reading,Empathy,Teamwork,Chemistry,Chemistry,79.54,5,7,37,Structured,Reading,Mass Communicator
Arts,Media,Helping,Reading,Creativity,Communication,Computer Science,Chemistry,71.57,7,5,33,Team,Listening,Mass Communicator
Arts,Media,Drawing,Public Speaking,Python,Leadership,Business Studies,Political Science,81.1,7,5,36,Team,Listening,Mass Communicator
Arts,Media,Writing,Designing,Teamwork,Python,Computer Science,Mathematics,82.15,2,9,33,Solo,Visual,Mass Communicator
Arts,Media,Public Speaking,Writing,Problem Solving,Observation,Economics,History,79.25,9,4,31,Structured,Listening,Mass Communicator
Arts,Media,Helping,Drawing,Leadership,Communication,Computer Science,Mathematics,72.11,5,10,30,Structured,Hands-On,Mass Communicator
Arts,Media,Helping,Programming,Communication,Observation,Computer Science,History,69.44,7,4,33,Team,Reading,Mass Communicator
Arts,Media,Helping,Drawing,Communication,Communication,Biology,Mathematics,78.17,6,6,32,Solo,Visual,Mass Communicator
Arts,Media,Writing,Drawing,Teamwork,Leadership,Economics,Biology,59.86,7,10,35,Team,Visual,Mass Communicator
Arts,Media,Writing,Writing,Communication,Observation,History,Political Science,77.25,8,4,43,Team,Hands-On,Mass Communicator
Arts,Media,Reading,Programming,Problem Solving,Teamwork,Biology,History,77.02,10,5,44,Outdoor,Reading,Mass Communicator
Arts,Media,Programming,Writing,Leadership,Teamwork,Computer Science,Psychology,82.75,8,7,33,Team,Listening,Mass Communicator
Arts,Design,Writing,Reading,Teamwork,Python,Biology,Political Science,87.01,7,3,29,Solo,Hands-On,Interior Designer
Arts,Design,Programming,Designing,Empathy,Teamwork,Economics,Chemistry,73.14,7,6,41,Outdoor,Visual,Interior Designer
Arts,Design,Public Speaking,Public Speaking,Leadership,Empathy,Physics,Chemistry,55.49,7,3,38,Structured,Visual,Interior Designer
Arts,Design,Designing,Public Speaking,Teamwork,Observation,Psychology,Psychology,74.06,7,5,41,Solo,Hands-On,Interior Designer
Arts,Design,Designing,Drawing,Problem Solving,Observation,Business Studies,Economics,85.42,8,6,37,Solo,Hands-On,Interior Designer
Arts,Design,Writing,Writing,Leadership,Teamwork,Political Science,Chemistry,67.93,8,10,40,Team,Listening,Interior Designer
Arts,Design,Designing,Exploring,Leadership,Communication,Business Studies,Business Studies,67.7,7,4,37,Team,Visual,Interior Designer
Arts,Design,Drawing,Public Speaking,Leadership,Teamwork,Political Science,Economics,79.51,3,4,33,Solo,Listening,Interior Designer
Arts,Design,Reading,Programming,Problem Solving,Leadership,Business Studies,Biology,71.99,4,7,36,Structured,Reading,Interior Designer
Arts,Design,Public Speaking,Drawing,Problem Solving,Leadership,Political Science,History,73.06,5,9,43,Solo,Hands-On,Interior Designer
Arts,Design,Helping,Exploring,Teamwork,Empathy,Physics,Physics,70.16,5,7,33,Team,Hands-On,Interior Designer
Arts,Design,Helping,Exploring,Creativity,Leadership,Business Studies,Biology,73.61,8,3,41,Structured,Reading,Interior Designer
Arts,Design,Programming,Reading,Leadership,Teamwork,Chemistry,Psychology,75.73,6,6,34,Outdoor,Listening,Interior Designer
Arts,Design,Designing,Helping,Teamwork,Creativity,Economics,Political Science,57.69,9,7,37,Solo,Hands-On,Interior Designer
Arts,Design,Drawing,Programming,Communication,Observation,History,Biology,84.52,4,7,33,Outdoor,Reading,Interior Designer
Arts,Design,Programming,Helping,Observation,Problem Solving,Economics,Physics,83.47,2,6,31,Outdoor,Hands-On,Interior Designer
Arts,Design,Reading,Public Speaking,Communication,Creativity,Psychology,Biology,79.32,7,5,31,Outdoor,Hands-On,Interior Designer
Arts,Design,Helping,Helping,Observation,Creativity,Political Science,Psychology,73.89,5,8,33,Outdoor,Reading,Interior Designer
Arts,Design,Programming,Drawing,Leadership,Observation,History,Business Studies,45.93,6,4,26,Outdoor,Reading,Interior Designer
Arts,Design,Reading,Public Speaking,Communication,Empathy,Mathematics,Political Science,62.63,7,9,36,Solo,Listening,Interior Designer
Arts,Design,Exploring,Reading,Creativity,Communication,Physics,History,68.93,7,6,31,Outdoor,Hands-On,Interior Designer
Arts,Design,Writing,Drawing,Teamwork,Observation,Biology,Computer Science,63.46,3,6,35,Solo,Visual,Interior Designer
Arts,Design,Public Speaking,Drawing,Communication,Empathy,Computer Science,Biology,74.03,6,5,38,Team,Reading,Interior Designer
Arts,Design,Reading,Designing,Creativity,Creativity,Physics,History,61.83,8,4,31,Structured,Visual,Interior Designer
Arts,Design,Public Speaking,Reading,Python,Python,History,Chemistry,60.33,5,8,37,Outdoor,Visual,Interior Designer
Arts,Design,Reading,Helping,Python,Creativity,Chemistry,Psychology,84.78,8,4,33,Team,Reading,Interior Designer
Arts,Design,Drawing,Writing,Python,Creativity,Biology,Computer Science,67.2,9,4,39,Outdoor,Hands-On,Interior Designer
Arts,Design,Drawing,Public Speaking,Creativity,Creativity,Psychology,Physics,83.93,10,6,38,Team,Reading,Interior Designer
Arts,Design,Helping,Drawing,Python,Creativity,Mathematics,Political Science,97.82,5,3,25,Structured,Hands-On,Interior Designer
Arts,Design,Drawing,Exploring,Creativity,Communication,Economics,Business Studies,82.13,3,6,37,Structured,Reading,Interior Designer
Arts,Design,Public Speaking,Designing,Creativity,Observation,Chemistry,History,76.85,7,7,41,Solo,Reading,Interior Designer
Arts,Design,Exploring,Writing,Leadership,Python,Chemistry,Economics,65.48,5,5,39,Structured,Visual,Interior Designer
Arts,Design,Designing,Helping,Teamwork,Leadership,History,Mathematics,84.0,7,9,29,Structured,Hands-On,Interior Designer
Arts,Design,Designing,Public Speaking,Creativity,Teamwork,Economics,Biology,91.67,10,8,43,Solo,Listening,Interior Designer
Arts,Design,Reading,Designing,Teamwork,Creativity,Chemistry,Biology,58.43,5,5,38,Structured,Listening,Interior Designer
Arts,Design,Reading,Drawing,Creativity,Observation,Mathematics,Economics,64.5,8,9,38,Team,Listening,Interior Designer
Arts,Design,Reading,Public Speaking,Problem Solving,Teamwork,Computer Science,Psychology,77.84,5,5,41,Outdoor,Listening,Interior Designer
Arts,Design,Writing,Exploring,Problem Solving,Teamwork,Political Science,Computer Science,82.79,6,6,24,Team,Listening,Interior Designer
Arts,Design,Reading,Reading,Leadership,Teamwork,History,Mathematics,64.29,10,4,35,Team,Visual,Interior Designer
Arts,Design,Reading,Programming,Creativity,Teamwork,Physics,Biology,85.07,4,7,39,Structured,Hands-On,Interior Designer
Arts,Design,Drawing,Helping,Creativity,Creativity,Political Science,History,75.12,10,3,40,Structured,Reading,Interior Designer
Arts,Design,Helping,Exploring,Teamwork,Leadership,Political Science,Economics,73.27,8,7,31,Solo,Visual,Interior Designer
Arts,Design,Designing,Reading,Problem Solving,Teamwork,Economics,Business Studies,77.29,3,8,36,Structured,Listening,Interior Designer
Arts,Design,Programming,Programming,Communication,Leadership,Biology,History,81.39,9,7,35,Structured,Reading,Interior Designer
Arts,Design,Helping,Designing,Teamwork,Creativity,Psychology,History,66.19,5,9,42,Structured,Listening,Interior Designer
Arts,Design,Drawing,Programming,Problem Solving,Leadership,History,Psychology,72.62,7,5,40,Structured,Hands-On,Interior Designer
Arts,Design,Helping,Writing,Python,Python,Psychology,Physics,81.65,10,5,33,Team,Hands-On,Interior Designer
Arts,Design,Writing,Programming,Observation,Problem Solving,Chemistry,Business Studies,77.31,8,6,30,Outdoor,Hands-On,Interior Designer
Arts,Design,Designing,Writing,Python,Empathy,Mathematics,Mathematics,83.81,8,5,41,Outdoor,Visual,Interior Designer
Arts,Design,Reading,Helping,Creativity,Observation,Biology,Physics,86.7,7,7,37,Outdoor,Visual,Interior Designer
Arts,Design,Exploring,Designing,Problem Solving,Leadership,Physics,History,66.38,7,2,39,Solo,Hands-On,Interior Designer
Arts,Design,Designing,Designing,Observation,Creativity,History,Chemistry,59.39,10,6,33,Team,Hands-On,Interior Designer
Arts,Design,Exploring,Writing,Communication,Leadership,Economics,Business Studies,68.72,6,9,22,Team,Listening,Interior Designer
Arts,Design,Reading,Public Speaking,Leadership,Leadership,Physics,Computer Science,87.77,7,4,29,Structured,Reading,Interior Designer
Arts,Design,Reading,Reading,Observation,Leadership,Chemistry,Psychology,91.76,5,4,40,Structured,Listening,Interior Designer
Arts,Care,Public Speaking,Writing,Creativity,Leadership,Political Science,Computer Science,78.39,5,7,29,Structured,Hands-On,Psychologist
Arts,Care,Public Speaking,Designing,Problem Solving,Leadership,Psychology,Political Science,86.01,9,8,36,Structured,Reading,Psychologist
Arts,Care,Programming,Drawing,Teamwork,Empathy,History,Computer Science,92.61,6,4,37,Structured,Visual,Psychologist
Arts,Care,Public Speaking,Writing,Teamwork,Communication,Mathematics,Biology,95.86,4,6,37,Outdoor,Listening,Psychologist
Arts,Care,Designing,Writing,Creativity,Empathy,Business Studies,Computer Science,74.46,5,9,46,Outdoor,Reading,Psychologist
Arts,Care,Helping,Public Speaking,Problem Solving,Empathy,Chemistry,Biology,76.96,5,3,36,Team,Visual,Psychologist
Arts,Care,Public Speaking,Helping,Teamwork,Teamwork,Political Science,Business Studies,86.04,7,6,32,Structured,Visual,Psychologist
Arts,Care,Public Speaking,Drawing,Leadership,Communication,Physics,Computer Science,64.08,8,8,27,Outdoor,Reading,Psychologist
Arts,Care,Programming,Exploring,Python,Python,Chemistry,Economics,90.9,8,9,28,Outdoor,Visual,Psychologist
Arts,Care,Designing,Writing,Creativity,Problem Solving,Biology,Mathematics,61.34,6,8,43,Solo,Visual,Psychologist
Arts,Care,Helping,Exploring,Creativity,Empathy,Psychology,Chemistry,82.06,6,4,41,Outdoor,Hands-On,Psychologist
Arts,Care,Designing,Public Speaking,Problem Solving,Empathy,Biology,Chemistry,65.35,10,6,42,Team,Reading,Psychologist
Arts,Care,Helping,Exploring,Problem Solving,Leadership,Psychology,Physics,81.79,6,5,33,Structured,Hands-On,Psychologist
Arts,Care,Reading,Writing,Problem Solving,Teamwork,Mathematics,Computer Science,79.28,7,5,34,Team,Hands-On,Psychologist
Arts,Care,Exploring,Writing,Leadership,Python,Psychology,Physics,75.79,2,7,30,Solo,Reading,Psychologist
Arts,Care,Helping,Designing,Leadership,Observation,Chemistry,Political Science,63.47,3,3,28,Team,Listening,Psychologist
Arts,Care,Designing,Programming,Problem Solving,Leadership,Computer Science,Chemistry,67.91,10,5,35,Team,Hands-On,Psychologist
Arts,Care,Public Speaking,Drawing,Teamwork,Observation,Business Studies,Physics,79.0,7,6,29,Outdoor,Visual,Psychologist
Arts,Care,Exploring,Exploring,Problem Solving,Observation,Business Studies,Chemistry,89.51,10,3,29,Team,Hands-On,Psychologist
Arts,Care,Reading,Writing,Problem Solving,Observation,History,Physics,72.2,5,8,31,Solo,Reading,Psychologist
Arts,Care,Exploring,Drawing,Python,Problem Solving,Mathematics,Computer Science,96.65,9,7,40,Outdoor,Visual,Psychologist
Arts,Care,Reading,Drawing,Empathy,Communication,Psychology,Business Studies,86.06,5,5,35,Outdoor,Listening,Psychologist
Arts,Care,Exploring,Drawing,Leadership,Communication,Psychology,Economics,83.62,7,3,30,Outdoor,Reading,Psychologist
Arts,Care,Reading,Designing,Observation,Communication,Business Studies,Business Studies,74.26,6,10,28,Team,Visual,Psychologist
Arts,Care,Programming,Public Speaking,Creativity,Teamwork,Mathematics,Computer Science,80.06,9,10,32,Team,Visual,Psychologist
Arts,Care,Designing,Designing,Leadership,Communication,Chemistry,Economics,79.91,8,7,34,Team,Visual,Psychologist
Arts,Care,Programming,Designing,Teamwork,Teamwork,Chemistry,Mathematics,79.36,1,8,35,Team,Reading,Psychologist
Arts,Care,Helping,Helping,Teamwork,Problem Solving,Biology,Business Studies,72.78,10,5,32,Team,Reading,Psychologist
Arts,Care,Helping,Public Speaking,Problem Solving,Communication,Business Studies,Biology,94.92,5,5,34,Solo,Hands-On,Psychologist
Arts,Care,Helping,Public Speaking,Teamwork,Empathy,Economics,Psychology,83.41,7,4,32,Structured,Visual,Psychologist
Arts,Care,Programming,Exploring,Communication,Observation,Business Studies,Mathematics,68.93,6,7,37,Structured,Listening,Psychologist
Arts,Care,Helping,Reading,Creativity,Python,Physics,Economics,57.24,9,7,41,Team,Listening,Psychologist
Arts,Care,Writing,Programming,Python,Leadership,Political Science,Psychology,79.44,9,7,41,Structured,Hands-On,Psychologist
Arts,Care,Designing,Writing,Communication,Python,Psychology,Biology,80.22,6,10,39,Outdoor,Reading,Psychologist
Arts,Care,Exploring,Writing,Teamwork,Communication,Chemistry,Economics,80.74,4,4,36,Structured,Reading,Psychologist
Arts,Care,Helping,Reading,Observation,Python,Biology,History,76.46,5,7,42,Outdoor,Hands-On,Psychologist
Arts,Care,Designing,Helping,Leadership,Leadership,Political Science,Economics,81.95,4,6,30,Structured,Reading,Psychologist
Arts,Care,Writing,Exploring,Communication,Teamwork,Physics,Mathematics,71.12,6,6,28,Team,Visual,Psychologist
Arts,Care,Public Speaking,Drawing,Python,Teamwork,Computer Science,Biology,73.72,5,1,45,Structured,Listening,Psychologist
Arts,Care,Reading,Exploring,Python,Teamwork,Economics,Political Science,85.89,6,7,29,Structured,Listening,Psychologist
Arts,Care,Exploring,Reading,Communication,Creativity,Economics,Chemistry,91.96,10,7,40,Team,Hands-On,Psychologist
Arts,Care,Drawing,Drawing,Leadership,Empathy,Psychology,Physics,76.75,4,6,35,Team,Listening,Psychologist
Arts,Care,Reading,Public Speaking,Teamwork,Creativity,Economics,Physics,70.45,6,6,34,Outdoor,Visual,Psychologist
Arts,Care,Designing,Writing,Creativity,Observation,Biology,Physics,75.52,4,5,28,Solo,Listening,Psychologist
Arts,Care,Exploring,Exploring,Leadership,Python,Economics,Physics,84.78,2,9,41,Structured,Hands-On,Psychologist
Arts,Care,Drawing,Public Speaking,Python,Leadership,Economics,Physics,71.98,1,6,34,Solo,Listening,Psychologist
Arts,Care,Reading,Designing,Leadership,Communication,Mathematics,Business Studies,64.89,5,10,38,Solo,Visual,Psychologist
Arts,Care,Public Speaking,Drawing,Problem Solving,Problem Solving,Computer Science,Biology,65.75,3,6,33,Solo,Hands-On,Psychologist
Arts,Care,Exploring,Designing,Leadership,Communication,Economics,Chemistry,79.96,5,8,44,Outdoor,Reading,Psychologist
Arts,Care,Exploring,Exploring,Problem Solving,Teamwork,Computer Science,Psychology,83.16,6,6,33,Structured,Visual,Psychologist
Arts,Care,Designing,Writing,Communication,Problem Solving,Business Studies,Chemistry,86.81,5,7,35,Solo,Hands-On,Psychologist
Arts,Care,Exploring,Public Speaking,Communication,Teamwork,Political Science,Political Science,69.98,4,7,34,Solo,Hands-On,Psychologist
Arts,Care,Exploring,Designing,Creativity,Teamwork,Computer Science,Biology,80.0,5,9,30,Team,Hands-On,Psychologist
Arts,Care,Public Speaking,Designing,Leadership,Python,Political Science,Chemistry,92.12,3,7,37,Solo,Visual,Psychologist
Arts,Care,Designing,Designing,Creativity,Teamwork,Psychology,Computer Science,67.04,7,9,23,Outdoor,Hands-On,Psychologist
Arts,Outdoor,Reading,Programming,Creativity,Teamwork,Biology,Biology,80.03,2,5,43,Structured,Visual,Tourism Guide
Arts,Outdoor,Reading,Designing,Leadership,Observation,Psychology,History,69.18,4,6,45,Structured,Hands-On,Tourism Guide
Arts,Outdoor,Writing,Drawing,Empathy,Communication,Chemistry,Psychology,56.68,4,9,44,Outdoor,Visual,Tourism Guide
Arts,Outdoor,Designing,Programming,Python,Problem Solving,Chemistry,Physics,73.97,4,10,42,Team,Listening,Tourism Guide
Arts,Outdoor,Exploring,Designing,Teamwork,Leadership,Psychology,Psychology,81.79,5,6,34,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Helping,Reading,Communication,Communication,Physics,Mathematics,78.31,9,8,29,Solo,Visual,Tourism Guide
Arts,Outdoor,Public Speaking,Programming,Empathy,Teamwork,Biology,Mathematics,88.76,7,8,42,Structured,Reading,Tourism Guide
Arts,Outdoor,Reading,Helping,Teamwork,Communication,History,Business Studies,63.88,6,5,27,Solo,Visual,Tourism Guide
Arts,Outdoor,Drawing,Drawing,Teamwork,Teamwork,History,Physics,78.47,10,3,34,Structured,Reading,Tourism Guide
Arts,Outdoor,Public Speaking,Helping,Problem Solving,Python,Economics,Physics,81.41,7,6,28,Solo,Listening,Tourism Guide
Arts,Outdoor,Designing,Exploring,Leadership,Python,History,Business Studies,77.33,5,2,40,Structured,Listening,Tourism Guide
Arts,Outdoor,Public Speaking,Programming,Python,Problem Solving,Psychology,Economics,84.58,7,7,40,Solo,Hands-On,Tourism Guide
Arts,Outdoor,Designing,Exploring,Creativity,Teamwork,Psychology,Economics,77.24,8,6,41,Structured,Listening,Tourism Guide
Arts,Outdoor,Programming,Drawing,Leadership,Empathy,History,Economics,78.21,7,4,36,Structured,Reading,Tourism Guide
Arts,Outdoor,Public Speaking,Writing,Teamwork,Communication,Computer Science,Business Studies,66.68,5,5,29,Structured,Hands-On,Tourism Guide
Arts,Outdoor,Exploring,Drawing,Empathy,Leadership,Chemistry,History,96.25,9,10,28,Team,Reading,Tourism Guide
Arts,Outdoor,Public Speaking,Drawing,Teamwork,Creativity,Business Studies,History,75.71,4,5,30,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Public Speaking,Programming,Python,Observation,Computer Science,Economics,87.4,6,9,38,Team,Reading,Tourism Guide
Arts,Outdoor,Programming,Reading,Observation,Problem Solving,Chemistry,Psychology,98.04,4,9,40,Team,Visual,Tourism Guide
Arts,Outdoor,Public Speaking,Exploring,Leadership,Observation,Economics,Physics,65.27,9,7,33,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Reading,Programming,Teamwork,Teamwork,Chemistry,Chemistry,66.76,5,10,35,Solo,Visual,Tourism Guide
Arts,Outdoor,Reading,Drawing,Creativity,Empathy,Economics,Biology,82.82,5,5,40,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Exploring,Reading,Communication,Observation,Economics,Biology,61.5,6,7,35,Solo,Reading,Tourism Guide
Arts,Outdoor,Exploring,Designing,Python,Empathy,History,Economics,73.21,7,8,38,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Reading,Helping,Observation,Problem Solving,Economics,Mathematics,65.14,6,9,39,Team,Listening,Tourism Guide
Arts,Outdoor,Public Speaking,Drawing,Problem Solving,Problem Solving,Business Studies,History,61.27,7,3,35,Outdoor,Visual,Tourism Guide
